title,author,google_id,recommender,recommender_count,category,publication_date,pages,image,url_image,Unnamed: 4,target_class
"Euripides III: Heracles, The Trojan Women, Iphigenia among the Taurians, Ion (The Complete Greek Tragedies)",,226308820,,15,Literature & Fiction,,,0226308820.jpg,http://ecx.images-amazon.com/images/I/51oMv60puYL.jpg,Euripides,general
"Staffordshire Figures 1780 to 1840 Volume 1: Manufacturers, Pastimes, & Work",,764345370,,8,"Crafts, Hobbies & Home",,,0764345370.jpg,http://ecx.images-amazon.com/images/I/51RZyO7LMWL.jpg,Myrna Schkolne,general
The New York Times Monday Through Friday Easy to Tough Crossword Puzzles: 50 Puzzles from the Pages of The New York Times (New York Times Crossword Puzzles),,312300581,,13,Humor & Entertainment,,,0312300581.jpg,http://ecx.images-amazon.com/images/I/51r4okhHsgL.jpg,,general
The Guardian (The O'Malley Series #2),,1414310579,,22,Romance,,,1414310579.jpg,http://ecx.images-amazon.com/images/I/51pZ2DWsqQL.jpg,Dee Henderson,general
Drinking the Devil's Acre: A Love Letter from San Francisco and her Cocktails,,1452135258,,7,"Cookbooks, Food & Wine",,,1452135258.jpg,http://ecx.images-amazon.com/images/I/41qZGNPQjCL.jpg,Duggan McDonnell,general
"Social Sustainability in Urban Areas: Communities, Connectivity and the Urban Fabric",,1844076741,,10,Engineering & Transportation,,,1844076741.jpg,http://ecx.images-amazon.com/images/I/51cArk3N4%2BL.jpg,,social-humanaria
To Infinity and Beyond!: The Story of Pixar Animation Studios,,811850129,,0,Arts & Photography,,,0811850129.jpg,http://ecx.images-amazon.com/images/I/41OuCv2nDaL.jpg,Karen Paik,general
Christian Science Hymnal,,B000ILR83I,,9,Christian Books & Bibles,,,B000ILR83I.jpg,http://ecx.images-amazon.com/images/I/51S7CJFWXYL.jpg,The Christian Science Board of Directors,general
Putting Nigeria to Work: A Strategy for Employment and Growth (Directions in Development),,821380729,,2,Business & Money,,,0821380729.jpg,http://ecx.images-amazon.com/images/I/41kXsV9-kGL.jpg,,sains-tech
Bankruptcy and the Supreme Court: 1801-2014 (American Casebook Series),,1628101741,,14,Law,,,1628101741.jpg,http://ecx.images-amazon.com/images/I/41ygF2T1ucL.jpg,Kenneth Klee,general
Discovering Geometry: An Investigative Approach,,1559538821,,27,Teen & Young Adult,,,1559538821.jpg,http://ecx.images-amazon.com/images/I/31DEWFnZ1bL.jpg,Michael Serra,sains-tech
Madame Bovary (Bantam Classics),,553213415,,17,"Mystery, Thriller & Suspense",,,0553213415.jpg,http://ecx.images-amazon.com/images/I/51npojgeljL.jpg,Gustave Flaubert,general
Ball RedBook: Crop Production,,1883052688,,8,"Crafts, Hobbies & Home",,,1883052688.jpg,http://ecx.images-amazon.com/images/I/51X8pKcrpdL.jpg,,general
St. Trinian's: The Entire Appalling Business,,1585679585,,13,Humor & Entertainment,,,1585679585.jpg,http://ecx.images-amazon.com/images/I/51sL-JJWNjL.jpg,Ronald Searle,social-humanaria
Cocina sin colesterol,,9706430474,,7,"Cookbooks, Food & Wine",,,9706430474.jpg,http://ecx.images-amazon.com/images/I/519A31XJ9YL.jpg,Olga Dra. Aude Rueda,general
Nadi on Fencing,,486443752,,26,Sports & Outdoors,,,0486443752.jpg,http://ecx.images-amazon.com/images/I/413ylWTsbaL.jpg,Aldo Nadi,general
Fiddletown & Copperopolis,,911581049,,0,Arts & Photography,,,0911581049.jpg,http://ecx.images-amazon.com/images/I/619gAy2eHoL.jpg,Carl Fallberg,general
Medicine in Mexico: From Aztec Herbs to Betatrons (Texas Pan American),,292741634,,12,History,,,0292741634.jpg,http://ecx.images-amazon.com/images/I/414Q-p05nUL.jpg,Gordon Schendel,general
Fingersmith,,1573229725,,15,Literature & Fiction,,,1573229725.jpg,http://ecx.images-amazon.com/images/I/41aqaTnmmBL.jpg,Sarah Waters,general
Oraciones Que Derrotan A Los Demonios: Oraciones para vencer de forma aplastante a los demonios (Spanish Edition),,159979439X,,9,Christian Books & Bibles,,,159979439X.jpg,http://ecx.images-amazon.com/images/I/61j9am2efBL.jpg,John Eckhardt,general
Atomic Physics and Human Knowledge (Dover Books on Physics),,486479285,,23,Science & Math,,,0486479285.jpg,http://ecx.images-amazon.com/images/I/5175rDVKq0L.jpg,Niels Bohr,sains-tech
"Remedies: Cases, Practical Problems and Exercises, 2d (American Casebook) (American Casebook Series)",,314194223,,14,Law,,,0314194223.jpg,http://ecx.images-amazon.com/images/I/511iEFORABL.jpg,Russell Weaver,general
"Koren Sacks Siddur, Emanuel Compact",,9653013165,,21,Religion & Spirituality,,,9653013165.jpg,http://ecx.images-amazon.com/images/I/51MbxOGW1YL.jpg,Jonathan Sacks,general
Identity Theft (FAQ: Teen Life),,1404209646,,27,Teen & Young Adult,,,1404209646.jpg,http://ecx.images-amazon.com/images/I/51Rs1SP4nxL.jpg,Michael R. Wilson,general
"Emotional Blackmail: When the People in Your Life Use Fear, Obligation, and Guilt to Manipulate You",,60928972,,25,Self-Help,,,0060928972.jpg,http://ecx.images-amazon.com/images/I/51UiYhAvRNL.jpg,Susan Forward,general
On the Dignity and Vocation of Women,,819854557,,9,Christian Books & Bibles,,,0819854557.jpg,http://ecx.images-amazon.com/images/I/51LqivSk%2BNL.jpg,John Paul II,general
The New Suburbanites: Race and Housing in the Suburbs,,141284858X,,14,Law,,,141284858X.jpg,http://ecx.images-amazon.com/images/I/414UUmtrL9L.jpg,Robert W. Lake,general
SEO for Business: The Ultimate Business-Owner's Guide to Search Engine Optimization (SEO University) (Volume 3),,1502901099,,6,Computers & Technology,,,1502901099.jpg,http://ecx.images-amazon.com/images/I/41XD5NvIixL.jpg,R.L. Adams,social-humanaria
"Retelling Stories, Framing Culture: Traditional Story and Metanarratives in Children's Literature (Children's Literature and Culture)",,041583614X,,8,"Crafts, Hobbies & Home",,,041583614X.jpg,http://ecx.images-amazon.com/images/I/51gNKxylRBL.jpg,John Stephens,social-humanaria
Devil's Guard,,440120144,,12,History,,,0440120144.jpg,http://ecx.images-amazon.com/images/I/51SUCu74FHL.jpg,George R. Elford,general
Love and Let Die  (Masters and Mercenaries) (Volume 5),,1937608182,,22,Romance,,,1937608182.jpg,http://ecx.images-amazon.com/images/I/517d-HtUtkL.jpg,Lexi Blake,general
"Grandpa Rules: Notes on Grandfatherhood, the World's Best Job",,1629141828,,18,Parenting & Relationships,,,1629141828.jpg,http://ecx.images-amazon.com/images/I/51XMQ91paWL.jpg,Michael Milligan,general
Guinness World Records 2016 Gamer's Edition,,1910561096,,13,Humor & Entertainment,,,1910561096.jpg,http://ecx.images-amazon.com/images/I/61-LE2eWdkL.jpg,Guinness World Records,general
The Healing Kitchen: 175+ Quick & Easy Paleo Recipes to Help You Thrive,,1628600942,,7,"Cookbooks, Food & Wine",,,1628600942.jpg,http://ecx.images-amazon.com/images/I/5172eOILYdL.jpg,Alaena Haber MS  OTR/L,general
The Complete Essays of Montaigne,,804704864,,19,Politics & Social Sciences,,,0804704864.jpg,http://ecx.images-amazon.com/images/I/51bU7d%2BWKwL.jpg,Michel de Montaigne,general
Solutions Manual for Actuarial Mathematics for Life Contingent Risks (International Series on Actuarial Science),,1107620260,,2,Business & Money,,,1107620260.jpg,http://ecx.images-amazon.com/images/I/51DGz6BgDsL.jpg,David C. M. Dickson,sains-tech
The Guerrilla Guide to Robert's Rules,,1592575692,,20,Reference,,,1592575692.jpg,http://ecx.images-amazon.com/images/I/518DXgUJxeL.jpg,Nancy Sylvester MA  PRP  CPP-T,general
Italy: Cities of Art: Italy from Above,,8854404195,,0,Arts & Photography,,,8854404195.jpg,http://ecx.images-amazon.com/images/I/51bsm3Ror-L.jpg,Antonio Attini,social-humanaria
Four Years in the Mountains of Kurdistan: An Armenian Boy's Memoir of Survival,,1940210062,,1,Biographies & Memoirs,,,1940210062.jpg,http://ecx.images-amazon.com/images/I/511tKEgX9zL.jpg,Aram Haigaz,general
Flashcard Study System for the CSCS Exam: CSCS Test Practice Questions & Review for the Certified Strength and Conditioning Specialist Exam (Cards),,1609715462,,28,Test Preparation,,,1609715462.jpg,http://ecx.images-amazon.com/images/I/51W4xlWHN2L.jpg,CSCS Exam Secrets Test Prep Team,general
The Legend of Bagger Vance: A Novel of Golf and the Game of Life,,038072751X,,15,Literature & Fiction,,,038072751X.jpg,http://ecx.images-amazon.com/images/I/51Z8veajPeL.jpg,Steven Pressfield,general
Appreciate Your Life: The Essence of Zen Practice (Shambhala Classics),,1570629161,,21,Religion & Spirituality,,,1570629161.jpg,http://ecx.images-amazon.com/images/I/41KUt2I4yzL.jpg,Taizan Maezumi,general
A Lady Like Sarah (A Rocky Creek Romance),,1401685765,,9,Christian Books & Bibles,,,1401685765.jpg,http://ecx.images-amazon.com/images/I/51Gi7V4jCxL.jpg,Margaret Brownley,general
The Big Dipper (Let's-Read-and-Find-Out Science 1),,64451003,,23,Science & Math,,,0064451003.jpg,http://ecx.images-amazon.com/images/I/51GhKz%2BeiOL.jpg,Franklyn M. Branley,general
Daughter of War,,1554550440,,27,Teen & Young Adult,,,1554550440.jpg,http://ecx.images-amazon.com/images/I/41tGoRx-kzL.jpg,Marsha Forchuk Skrypuch,social-humanaria
The Effective Deposition,,1601560478,,14,Law,,,1601560478.jpg,http://ecx.images-amazon.com/images/I/415b8A7sItL.jpg,David M. Malone,general
Dungeons and Dragons Journal: 100 Pages,,1512309117,,24,Science Fiction & Fantasy,,,1512309117.jpg,http://ecx.images-amazon.com/images/I/61Zjsmae1IL.jpg,Catherine Thrush,general
"Successful Project Management: Applying Best Practices, Proven Methods, and Real-World Techniques with Microsoft Project (Business Skills)",,735649804,,6,Computers & Technology,,,0735649804.jpg,http://ecx.images-amazon.com/images/I/51POdswYpnL.jpg,Bonnie Biafore,social-humanaria
What I Eat: Around the World in 80 Diets,,984074406,,0,Arts & Photography,,,0984074406.jpg,http://ecx.images-amazon.com/images/I/51KGa267IaL.jpg,Peter Menzel,general
Life Hacking the Trading World: Beat the Markets by Emulating Professionals,,1501063243,,2,Business & Money,,,1501063243.jpg,http://ecx.images-amazon.com/images/I/51NT4KIwC7L.jpg,T Smith,social-humanaria
The Hinky Genie Lamp,,B010R288RM,,26,Sports & Outdoors,,,B010R288RM.jpg,http://ecx.images-amazon.com/images/I/61PdXw8KGgL.jpg,Jennifer Stevenson,general
Taste of Home:The New Potluck,,898214580,,7,"Cookbooks, Food & Wine",,,0898214580.jpg,http://ecx.images-amazon.com/images/I/51yQbtLd6dL.jpg,Taste of Home Editors,general
Ancient Egyptian Costumes Paper Dolls (Dover Paper Dolls),,486295850,,8,"Crafts, Hobbies & Home",,,0486295850.jpg,http://ecx.images-amazon.com/images/I/6162BieMzzL.jpg,Tom Tierney,general
Walking the Tycoon's Rope: How ambition drove a poor boy from Ningbo to compete with the richest men of Hong Kong and Singapore,,9881613817,,12,History,,,9881613817.jpg,http://ecx.images-amazon.com/images/I/51jZn3bp9rL.jpg,Robert Wang,general
Treehouses of the World 2015 Wall Calendar,,1419712667,,3,Calendars,,,1419712667.jpg,http://ecx.images-amazon.com/images/I/51oi0iF8viL.jpg,Pete Nelson,general
The Vice Guide to Sex and Drugs and Rock and Roll,,446692816,,13,Humor & Entertainment,,,0446692816.jpg,http://ecx.images-amazon.com/images/I/51MWAsKLU6L.jpg,Suroosh Alvi,general
The Heart Goes Last: A Novel (Random House Large Print),,804194912,,15,Literature & Fiction,,,0804194912.jpg,http://ecx.images-amazon.com/images/I/51rATLMTQFL.jpg,Margaret Atwood,social-humanaria
Spectroscopy and Optical Diagnostics for Gases,,3319232517,,23,Science & Math,,,3319232517.jpg,http://ecx.images-amazon.com/images/I/510uwABeiUL.jpg,Ronald K. Hanson,general
"Bamboo Blade, Vol. 5",,316072982,,5,Comics & Graphic Novels,,,0316072982.jpg,http://ecx.images-amazon.com/images/I/51ceyr-HkQL.jpg,Masahiro Totsuka,general
Water Paper Paint: Exploring Creativity with Watercolor and Mixed Media,,1592536557,,8,"Crafts, Hobbies & Home",,,1592536557.jpg,http://ecx.images-amazon.com/images/I/61XUDCq%2BY4L.jpg,Heather Smith Jones,general
Accounting for Non-Accountants,,749472812,,2,Business & Money,,,0749472812.jpg,http://ecx.images-amazon.com/images/I/51tETraprgL.jpg,David Horner,general
Chinese Cuisine (Wei-Chuan's Cookbook) (English and Traditional Chinese Edition),,941676080,,7,"Cookbooks, Food & Wine",,,0941676080.jpg,http://ecx.images-amazon.com/images/I/51WKBpiXPSL.jpg,Su Huei Huang,general
"Browns Scrapbook: A Fond Look Back at Five Decades of Football, from a Legendary Cleveland Sportswriter",,1598510436,,26,Sports & Outdoors,,,1598510436.jpg,http://ecx.images-amazon.com/images/I/511083x1ONL.jpg,Chuck Heaton,general
CCNA Voice Portable Command Guide,,1587204428,,6,Computers & Technology,,,1587204428.jpg,http://ecx.images-amazon.com/images/I/41WzrGUAEBL.jpg,Robert M. Cannistra,general
"Elderberry Croft: Volume 1: January Breeze, February Embers, March Whispers",,B00JAQ5JHY,,9,Christian Books & Bibles,,,B00JAQ5JHY.jpg,http://ecx.images-amazon.com/images/I/51nRW5ltvtL.jpg,Becky Doughty,general
"Experts In Court: Reconciling Law, Science, And Professional Knowledge (Law and Public Policy: Psychology and the Social Sciences)",,1591472466,,14,Law,,,1591472466.jpg,http://ecx.images-amazon.com/images/I/51G1YK9BC6L.jpg,Bruce Dennis Sales,sains-tech
"My American Success Story: Always the First, Never the Last",,986406708,,2,Business & Money,,,0986406708.jpg,http://ecx.images-amazon.com/images/I/51BNVjJO%2B9L.jpg,Roy S. Roberts,general
Malka,,142402699,,27,Teen & Young Adult,,,0142402699.jpg,http://ecx.images-amazon.com/images/I/5117R52Q27L.jpg,Mirjam Pressler,general
A Lovely Love Story,,740763083,,13,Humor & Entertainment,,,0740763083.jpg,http://ecx.images-amazon.com/images/I/41jC3tnq0JL.jpg,Edward Monkton,general
Beyond Fundamentalism: Confronting Religious Extremism in the Age of Globalization,,812978307,,21,Religion & Spirituality,,,0812978307.jpg,http://ecx.images-amazon.com/images/I/51rS3cMCSsL.jpg,Reza Aslan,general
Nevada,,983242232,,15,Literature & Fiction,,,0983242232.jpg,http://ecx.images-amazon.com/images/I/516G4OoBR2L.jpg,Imogen Binnie,general
"Dragonflies: Magnificent Creatures of Water, Air, and Land",,030019708X,,23,Science & Math,,,030019708X.jpg,http://ecx.images-amazon.com/images/I/41w20NLM8sL.jpg,Pieter van Dokkum,general
JJ Pizzuto's Fabric Science 10th Edition,,1609013808,,0,Arts & Photography,,,1609013808.jpg,http://ecx.images-amazon.com/images/I/51cPQYj3nYL.jpg,Allen C. Cohen,general
The LoveBook Activity Book for Boy/Girl Couples,,1936806002,,18,Parenting & Relationships,,,1936806002.jpg,http://ecx.images-amazon.com/images/I/41DIOrmY0HL.jpg,Lovebook,general
The Ferrari Book,,3832797254,,10,Engineering & Transportation,,,3832797254.jpg,http://ecx.images-amazon.com/images/I/5163a60NIlL.jpg,,general
"Naturally Healthy Living with Diatomaceous Earth: You, your home, and your pets can be healthier using Mother Earth's Best Kept Secret! (Simply Smarter Living) (Volume 1)",,1481116797,,8,"Crafts, Hobbies & Home",,,1481116797.jpg,http://ecx.images-amazon.com/images/I/51l%2B2y%2BXlGL.jpg,L. A. Nicholas Ph. D.,sains-tech
Love Letters from Largs: Brodie and Celestina (Highlander Clan Grant Series) (Volume 3),,1500738948,,22,Romance,,,1500738948.jpg,http://ecx.images-amazon.com/images/I/519A6AvlFvL.jpg,Keira Montclair,general
Anne Geddes 2016 Wall Calendar: Under the Sea,,1449466168,,3,Calendars,,,1449466168.jpg,http://ecx.images-amazon.com/images/I/51afLbizjWL.jpg,Anne Geddes,general
Poststructuralism: A Very Short Introduction,,192801805,,19,Politics & Social Sciences,,,0192801805.jpg,http://ecx.images-amazon.com/images/I/417otmYuMcL.jpg,Catherine Belsey,general
Practical Microsoft Office 2013 (with CD-ROM) (New Perspectives),,1285075994,,6,Computers & Technology,,,1285075994.jpg,http://ecx.images-amazon.com/images/I/5136Fv1KJ7L.jpg,June Jamrich Parsons,general
Mad Game : The NBA Education of Kobe Bryant,,809296055,,26,Sports & Outdoors,,,0809296055.jpg,http://ecx.images-amazon.com/images/I/51o4K1UdykL.jpg,Roland Lazenby,general
The Theory of Interest as Determined by Impatience to Spend Income and Opportunity to Invest It,,1614273316,,2,Business & Money,,,1614273316.jpg,http://ecx.images-amazon.com/images/I/41oCVb3EyaL.jpg,Irving Fisher,general
Mind Race: A Firsthand Account of One Teenager's Experience with Bipolar Disorder (Adolescent Mental Health Initiative),,195309057,,27,Teen & Young Adult,,,0195309057.jpg,http://ecx.images-amazon.com/images/I/51tWdl7E1SL.jpg,Patrick E. Jamieson,sains-tech
"Paleo Diet For Kids: A Fun Pack of 101 Flavorful and Energy-Boosting Paleo Recipes Best In Shaping Healthier, Stronger and Happier Paleo-Nourished Kids",,1508534594,,7,"Cookbooks, Food & Wine",,,1508534594.jpg,http://ecx.images-amazon.com/images/I/51y68WTn-bL.jpg,J.J. Lewis,sains-tech
Courage and Calling: Embracing Your God-Given Potential,,830835547,,9,Christian Books & Bibles,,,0830835547.jpg,http://ecx.images-amazon.com/images/I/41QEgueG15L.jpg,Gordon T. Smith,general
"Halloween Merrymaking: An Illustrated Celebration of Fun, Food, and Frolics from Halloweens Past",,158980113X,,13,Humor & Entertainment,,,158980113X.jpg,http://ecx.images-amazon.com/images/I/51P29D01K8L.jpg,Diane Arkins,general
The End of Empire: Napoleon's 1814 Campaign,,1909982962,,12,History,,,1909982962.jpg,http://ecx.images-amazon.com/images/I/51CZQlluIVL.jpg,George F. Nafziger,general
Mathematical Interest Theory Student Manual,,883857553,,23,Science & Math,,,0883857553.jpg,http://ecx.images-amazon.com/images/I/51xIGobwbHL.jpg,Leslie Jane Federer Vaaler,sains-tech
The Buddha: A Beginner's Guide (Beginner's Guides),,1851686266,,21,Religion & Spirituality,,,1851686266.jpg,http://ecx.images-amazon.com/images/I/51TuYXfEjUL.jpg,John S. Strong,general
A Gift from Bob: How a Street Cat Helped One Man Learn the Meaning of Christmas,,1250077338,,8,"Crafts, Hobbies & Home",,,1250077338.jpg,http://ecx.images-amazon.com/images/I/51Z%2BdcIXlJL.jpg,James Bowen,general
"Encyclopedia Of German Tanks Of World War Two: The Complete Illustrated Dictionary of German Battle Tanks,Armoured Cars, Self-Propelled Guns and Semi-Track",,1854095188,,20,Reference,,,1854095188.jpg,http://ecx.images-amazon.com/images/I/5124MH53RBL.jpg,Peter Chamberlain,social-humanaria
The Undercommons: Fugitive Planning & Black Study,,1570272670,,1,Biographies & Memoirs,,,1570272670.jpg,http://ecx.images-amazon.com/images/I/51UO8EIy1RL.jpg,Stefano Harney,general
Sun Certified Network Administrator for Solaris 8 Operating Environment Study Guide,,130646695,,6,Computers & Technology,,,0130646695.jpg,http://ecx.images-amazon.com/images/I/41DK99GW33L.jpg,Rick Bushnell,sains-tech
Burned: A Fever Novel,,385344414,,24,Science Fiction & Fantasy,,,0385344414.jpg,http://ecx.images-amazon.com/images/I/51sgZlVba0L.jpg,Karen Marie Moning,general
"The Practice of the Bible in the Middle Ages: Production, Reception, and Performance in Western Christianity",,231148275,,15,Literature & Fiction,,,0231148275.jpg,http://ecx.images-amazon.com/images/I/61r2xTww9gL.jpg,,general
Free Culture: How Big Media Uses Technology and the Law to Lock Down Culture and Control Creativity,,1594200068,,14,Law,,,1594200068.jpg,http://ecx.images-amazon.com/images/I/514%2BDi5TQ2L.jpg,Lawrence Lessig,sains-tech
Starting Solids: The essential guide to your baby's first foods,,756662141,,7,"Cookbooks, Food & Wine",,,0756662141.jpg,http://ecx.images-amazon.com/images/I/51qBjJRhDNL.jpg,Annabel Karmel,social-humanaria
Moonlight in Duneland: The Illustrated Story of the Chicago South Shore and South Bend Railroad (Quarry Books),,253217385,,0,Arts & Photography,,,0253217385.jpg,http://ecx.images-amazon.com/images/I/51-Ia6p-73L.jpg,Ronald D. Cohen,general
Bargaining for Advantage: Negotiation Strategies for Reasonable People 2nd Edition,,143036971,,2,Business & Money,,,0143036971.jpg,http://ecx.images-amazon.com/images/I/51C7i36GXbL.jpg,G. Richard Shell,general
Magical Miles: The Runner's Guide to Walt Disney World 2016,,988444364,,26,Sports & Outdoors,,,0988444364.jpg,http://ecx.images-amazon.com/images/I/512av5VxGWL.jpg,Megan Biller,general
CDL - Commercial Driver's License Exam (CDL Test Preparation),,738609072,,28,Test Preparation,,,0738609072.jpg,http://ecx.images-amazon.com/images/I/51zLkcgOQrL.jpg,Editors of REA,general
The Sherlock Holmes Handbook,,1594744297,,17,"Mystery, Thriller & Suspense",,,1594744297.jpg,http://ecx.images-amazon.com/images/I/51uwrSEjroL.jpg,Ransom Riggs,general
The Mortal Instruments: City of Bones (Mortal Instruments (Promotional Items)),,762451319,,27,Teen & Young Adult,,,0762451319.jpg,http://ecx.images-amazon.com/images/I/41tdkitXFgL.jpg,,general
Exploring Planetary Worlds (Scientific American Library),,716750430,,23,Science & Math,,,0716750430.jpg,http://ecx.images-amazon.com/images/I/41zsAvQskTL.jpg,David Morrison,general
Standard Catalog of Smith & Wesson,,873492722,,8,"Crafts, Hobbies & Home",,,0873492722.jpg,http://ecx.images-amazon.com/images/I/51ZGFFPRB0L.jpg,Jim Supica,general
Babylon: Mesopotamia and the Birth of Civilization,,1250054168,,12,History,,,1250054168.jpg,http://ecx.images-amazon.com/images/I/51yfFIVjjwL.jpg,Paul Kriwaczek,general
"Preface To Wills, Trusts and Administration (University Textbook Series)",,1566621488,,14,Law,,,1566621488.jpg,http://ecx.images-amazon.com/images/I/51S3EMQ2X3L.jpg,Paul Haskell,general
Above the Line: Lessons in Leadership and Life from a Championship Season,,1101980702,,2,Business & Money,,,1101980702.jpg,http://ecx.images-amazon.com/images/I/51z8xqs3pwL.jpg,Urban Meyer,general
The Complete Wineskin: Restructuring the Church for the Outpouring of the Holy Spirit,,1882523024,,9,Christian Books & Bibles,,,1882523024.jpg,http://ecx.images-amazon.com/images/I/41WSBAVZQFL.jpg,Harold R. Eberle,general
Flint: A Novel,,553252313,,15,Literature & Fiction,,,0553252313.jpg,http://ecx.images-amazon.com/images/I/41oGVxXvvOL.jpg,Louis L'Amour,general
Passing Your Itil Foundation Exam (Best Management Practice),,113313551,,6,Computers & Technology,,,0113313551.jpg,http://ecx.images-amazon.com/images/I/51FJm0paoCL.jpg,Christian F. Nissen,social-humanaria
365 Motorcycles You Must Ride,,760334749,,0,Arts & Photography,,,0760334749.jpg,http://ecx.images-amazon.com/images/I/51o-5svLlAL.jpg,Dain Gingerelli,general
Beginning Chess: Over 300 Elementary Problems for Players New to the Game,,671795015,,13,Humor & Entertainment,,,0671795015.jpg,http://ecx.images-amazon.com/images/I/51hPa5hIkgL.jpg,Bruce Pandolfini,general
Haunted Cleveland (Haunted America),,1626199728,,21,Religion & Spirituality,,,1626199728.jpg,http://ecx.images-amazon.com/images/I/51sMoWtJFKL.jpg,Beth A. Richards,general
"Mona Lisa Darkening (Monere: Children of the Moon, Book 4)",,425226476,,22,Romance,,,0425226476.jpg,http://ecx.images-amazon.com/images/I/41KvL1ommtL.jpg,Sunny,general
"Southern Cocktails: Dixie Drinks, Party Potions, and Classic Libations",,811852431,,7,"Cookbooks, Food & Wine",,,0811852431.jpg,http://ecx.images-amazon.com/images/I/51LjV9t3ukL.jpg,Denise Gee,social-humanaria
"Home Inspection Secrets of A Happy Home Inspector: A Guide to Peace of Mind for Home Buyers, Sellers, and the Agents who Love Them!",,615847722,,2,Business & Money,,,0615847722.jpg,http://ecx.images-amazon.com/images/I/51EyDzjeV%2BL.jpg,Wally Conway,social-humanaria
"Symmetric Passing: Club passing rhythms for two, three, and four jugglers",,1477622314,,26,Sports & Outdoors,,,1477622314.jpg,http://ecx.images-amazon.com/images/I/41k8iZJgygL.jpg,Matthew Wise,general
Roundwood Timber Framing: Building Naturally Using Local Resources,,1856230414,,8,"Crafts, Hobbies & Home",,,1856230414.jpg,http://ecx.images-amazon.com/images/I/61-BpRhuIwL.jpg,Ben Law,general
"Archaeology, Sexism, and Scandal: The Long-Suppressed Story of One Woman's Discoveries and the Man Who Stole Credit for Them",,1442230037,,1,Biographies & Memoirs,,,1442230037.jpg,http://ecx.images-amazon.com/images/I/51UvpoNjFwL.jpg,Alan Kaiser,sains-tech
Precalculus - REA's Quick Access Reference Chart (Quick Access Reference Charts),,738607452,,23,Science & Math,,,0738607452.jpg,http://ecx.images-amazon.com/images/I/51IwBKTPCQL.jpg,Editors of REA,social-humanaria
"Electric Pressure Cooker Cookbook: 50 The Best Pressure Cooker Recipes-Prepare Food 70% Faster Than Conventional Cooking (Electric Pressure Cooker ... Cooker Recipes, Pressure Cooker Cookbook)",,151187824X,,7,"Cookbooks, Food & Wine",,,151187824X.jpg,http://ecx.images-amazon.com/images/I/51lSlK4MOVL.jpg,Joelyn Mckeown,general
Ashanti Saga: The Fort,,595435327,,27,Teen & Young Adult,,,0595435327.jpg,http://ecx.images-amazon.com/images/I/5110IJEgz5L.jpg,Alice O'Grady,general
On Wings of Awe: A Fully Transliterated Machzor for Rosh Hashanah and Yom Kippur,,1602801312,,21,Religion & Spirituality,,,1602801312.jpg,http://ecx.images-amazon.com/images/I/41b0ufYSqyL.jpg,,general
"Mastering Lean Product Development: A Practical, Event-Driven Process for Maximizing Speed, Profits, and Quality",,966269748,,2,Business & Money,,,0966269748.jpg,http://ecx.images-amazon.com/images/I/51P8608LBFL.jpg,Ronald Mascitelli,sains-tech
"A Friend, Indeed (Peanuts Movie)",,1481441310,,5,Comics & Graphic Novels,,,1481441310.jpg,http://ecx.images-amazon.com/images/I/518rqw8fbNL.jpg,Charles  M. Schulz,general
WebRTC Integrators Guide,,1783981261,,6,Computers & Technology,,,1783981261.jpg,http://ecx.images-amazon.com/images/I/51TK6xkqmPL.jpg,Altanai,general
Gone Too Far,,140228554X,,27,Teen & Young Adult,,,140228554X.jpg,http://ecx.images-amazon.com/images/I/51gHalnDZ4L.jpg,Natalie Richards,general
First and Goal: NFL Players Talk about Football and Faith,,802477453,,9,Christian Books & Bibles,,,0802477453.jpg,http://ecx.images-amazon.com/images/I/510KPPPTJGL.jpg,Dave Branon,general
"American Civil War Armies (1) : Confederate Troops (Men at Arms Series, 170)",,850456797,,12,History,,,0850456797.jpg,http://ecx.images-amazon.com/images/I/51jIjXFJ0pL.jpg,Philip Katcher,social-humanaria
The Little Book of Clarity: A Quick Guide to Focus and Declutter Your Mind,,857086065,,25,Self-Help,,,0857086065.jpg,http://ecx.images-amazon.com/images/I/31ki1GpAkeL.jpg,Jamie Smart,general
The Techniques of Rug Weaving,,823052001,,8,"Crafts, Hobbies & Home",,,0823052001.jpg,http://ecx.images-amazon.com/images/I/519j%2BpZBS3L.jpg,Peter Collingwood,general
Vanity Fair 100 Years: From the Jazz Age to Our Age,,1419708635,,13,Humor & Entertainment,,,1419708635.jpg,http://ecx.images-amazon.com/images/I/418TYhNqvML.jpg,Graydon Carter,general
What to Expect Baby-Sitter's Handbook,,076112845X,,18,Parenting & Relationships,,,076112845X.jpg,http://ecx.images-amazon.com/images/I/61g10V1QD6L.jpg,Heidi Murkoff,general
Woodworking Basics - Mastering the Essentials of Craftsmanship - An Integrated Approach With Hand and Power tools,,156158620X,,10,Engineering & Transportation,,,156158620X.jpg,http://ecx.images-amazon.com/images/I/512YcoU-kGL.jpg,Peter Korn,general
Rifle: Steps to Success (Steps to Success Activity Series),,736074724,,26,Sports & Outdoors,,,0736074724.jpg,http://ecx.images-amazon.com/images/I/41BdeFKUodL.jpg,Launi Meili,general
Norman Hall's Police Exam Preparation Book,,1580628427,,28,Test Preparation,,,1580628427.jpg,http://ecx.images-amazon.com/images/I/510Br9kLcCL.jpg,Norman Hall,social-humanaria
